target,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40
2.0,1.0927092,-0.0068121937,-0.53847125,0.26591617,1.2401157,1.5975316,0.097706303,-0.83732962,0.02815581,0.24323964,0.61084285,0.53235716,-0.36012909,-0.18282705,-0.7065135,-0.028377654,1.2089677,-1.4263351,-0.43736269,-1.4637329,0.22774751,-0.071054417,0.11610076,-1.0140904,-1.2149371,-0.56558091,1.3505661,0.97583736,0.76250705,-0.41599721,0.20260335,-0.72781978,-1.5368328,0.65183903,0.52402559,2.3136536,-0.14846501,0.060571555,-1.2539165,-1.1736892
2.0,-0.40215468,1.0291043,-1.064664,0.64835962,-0.62446782,1.6287754,-1.2994268,0.84520072,1.27664,-1.2613686,-0.31164694,-0.10785048,0.85198179,1.0711891,0.79383417,0.54896466,1.1218066,1.8078079,-1.2815344,1.0168784,0.40603591,0.56418777,-0.15234812,0.60112129,0.64508395,-1.3068647,0.41150787,-0.92226131,-1.2172994,0.83580184,0.14041551,1.255429,-1.1395618,-0.32973129,-0.66098348,-0.64644237,0.017826512,-0.67565421,0.12619137,1.0464429
2.0,-1.7216276,0.46554578,1.137645,-0.67183245,0.78923491,0.24097156,-0.99485299,1.2481556,-0.7650851,-0.16185789,-0.60550096,1.4506554,1.6547351,0.086238876,0.099301991,-0.55046953,-0.51745878,0.21640735,-0.093390727,0.64305936,-1.2110681,-0.59948269,-0.44933122,1.6955963,-1.5858563,0.75650714,1.2058186,-0.80051227,-0.33158081,1.2382934,-0.76455516,-0.021384886,-0.91221169,-0.15187673,-1.1899903,1.1353319,0.55796814,-1.0399412,-1.4927386,-0.93882625
2.0,-1.1680635,0.81645158,1.6577488,-0.15197976,-0.081546193,0.49130061,2.5929949,-1.2143389,1.3420471,0.23420758,1.1272907,-0.3828136,-0.47952308,0.013001467,-1.0516702,-0.92031686,0.88352119,1.9820353,1.3551325,1.2827272,-0.032649587,1.190285,1.7752949,-1.0688065,-1.8869197,2.0085471,0.84320835,-0.14460332,-0.2930537,-0.80740436,0.4253871,-0.53975926,-1.2137375,1.1789957,-0.55773446,-1.1545628,1.1780114,-0.44189059,-0.21999871,-1.208987
2.0,2.1111576,-0.45642342,1.5800694,2.5848904,1.4458122,0.87575805,-0.33325637,-0.045197069,-0.70885469,-0.97333676,-1.2741919,-0.95296812,-1.0365803,0.42887761,0.63805628,-0.298909,-1.6075292,0.74943732,0.010600269,1.1055689,-0.40504386,-1.0784183,-0.4600078,1.0678048,0.48101581,0.14061059,0.346975,-0.072390888,0.26279037,0.1105095,0.075509023,0.56006232,0.54726545,1.3344155,0.15608959,1.1847146,0.14345699,0.44677092,-0.24115247,-0.28196173
2.0,-0.44977949,0.12131923,-1.6221234,-1.07051,0.91156526,-1.0411459,0.14784642,0.11337991,1.3820369,0.92711676,-2.4515789,-0.80858706,-1.329205,1.1457995,-0.16108016,0.81320934,-0.31382044,-0.89478677,-0.024916966,0.11732685,0.58119309,1.1143187,-1.0127309,-0.21140277,-0.42304698,-0.75934365,0.16285646,0.80981987,-0.027385601,0.13806937,2.5915726,0.53327787,-0.078471031,-0.80827922,-1.5651113,1.5459454,-0.83718357,-0.11132098,1.0211971,-0.7453136
1.0,0.2486408,1.7830167,-1.5790791,1.4968056,-0.78606975,0.94900176,0.0031856451,-0.0017742297,-0.52739331,-0.80739276,0.19538122,0.074510299,1.6812538,1.3323434,-1.2091415,-0.14659817,2.4015246,-2.4800881,1.4879332,0.49556587,-1.0624414,1.4514437,-1.1213696,-1.3728322,-2.8965174,1.0567717,0.1095893,-0.19478354,-0.24392351,-0.67685722,0.36074232,-2.5543185,-0.23103096,0.11362085,0.29591092,-0.49228054,-0.10715518,-0.78580911,-1.2841861,-0.15698455
2.0,0.15535157,0.39639729,-1.0195625,-0.40379089,0.97137269,-0.86432991,-0.50181885,0.59052548,-0.12575272,-1.2304071,-0.66639545,-0.23784485,-0.39172381,-0.59603594,0.42978149,0.40504358,-0.466598,-0.96558236,0.42164773,-1.4184272,-2.6987644,0.26258329,-0.94726432,-0.74454798,2.1339516,1.1307388,-0.083300711,0.24419513,-0.42804503,0.74820464,2.2659888,1.025509,0.52267609,1.0715366,0.17886719,0.29866966,1.0877535,-1.1883847,0.45604647,-0.82267369
2.0,-0.10234269,-0.17726139,-0.89741624,0.22563589,-0.45558174,0.059804032,0.28006352,-0.2117702,-1.018854,0.56834124,1.4272031,0.88689687,-0.59418098,0.2150974,0.47011777,1.035373,0.25056046,0.23490724,-0.43047539,1.4241527,0.24790754,0.83449671,-0.51309045,0.181394,-0.5066521,0.27780197,-0.67860147,0.11147986,1.418616,0.30887879,-1.426227,0.65103958,-1.647078,-0.84472335,1.0194371,-1.6500508,0.23250446,-1.3639196,0.52731018,0.023785965
2.0,0.8283038,0.30784418,1.220556,-0.68105659,0.68361902,-0.11757612,-1.8485151,0.76577405,0.32595769,1.0379142,0.72016312,-0.35590945,-0.17261771,-0.77521458,-0.36657949,-1.0347056,0.21067272,-0.83622303,0.50410189,1.5396365,0.86254699,-0.50436579,0.40075971,-0.35741708,-0.4454428,1.720807,0.041558713,-0.41129366,-1.2528277,-0.56216512,1.8500162,-0.63167466,-0.040288172,-0.15248842,-1.3864635,0.3921986,-0.84348329,-1.3584456,0.96081734,-1.0299164
1.0,-0.67973433,-0.11377877,-0.3703156,1.4188586,0.58715627,-0.49713215,0.51772157,0.093276217,0.066661033,-0.80727274,0.049776605,0.53722685,0.70803553,-1.1140754,1.1734959,-0.57501289,0.34268908,0.44558314,0.54944423,1.8546319,2.1546912,-0.054234593,-0.51070382,-0.20684727,-0.5804099,-0.33576886,-0.22413858,-1.1444142,-1.1703668,-0.84828489,0.6230092,0.44749929,-2.7850766,0.81029941,0.18781336,0.17122707,0.41380924,-0.36384085,0.19333178,-0.15881054
1.0,-0.54729401,1.401187,0.78552055,1.4755356,0.17885645,0.91049194,-0.80409903,-0.48460266,-0.52981271,0.24509371,1.5852985,-1.1719832,-0.0016943833,0.024951536,0.30334344,-1.5581041,0.39679852,1.1529794,0.053618366,1.0673996,-0.73166789,-0.30702797,-2.4342664,-0.482847,-0.28467915,0.23909237,-0.88461128,-0.56107762,-1.2461365,-0.27726586,1.2265755,-0.77663475,-0.70804376,0.22648335,-1.35393,0.41947361,0.71169107,-0.97500941,0.66391649,-1.1058854
2.0,2.0977541,-1.4735753,-0.31322482,0.86895132,1.0607759,0.97033226,-0.072484459,0.14411335,-1.2891074,-1.1203137,1.1564679,-0.37238053,-1.0065259,1.5336831,0.48628559,0.10244712,-0.50272662,1.8353256,-0.59066999,0.32348134,-0.86652254,1.5290532,1.29922,-0.48017346,-0.57918411,-0.33503371,-0.63985615,-1.155202,0.19073145,-0.52951031,0.93465945,-0.61371766,0.83529142,-0.77267089,-2.0301564,1.9323245,-0.22296981,0.22484505,0.67307745,0.56716259
1.0,-0.41998677,-0.0239802,0.38318941,1.5943056,-2.3684556,-0.044436444,1.082933,1.5483618,1.6252055,-0.26962998,-0.3607808,0.77747733,-0.46358367,-1.206777,-0.097230202,0.52131946,0.99327621,0.55800802,0.28392254,-0.051827819,-1.673407,1.0809052,-0.63989908,0.0094507808,2.4828685,-0.2522778,0.62292138,-0.51441107,0.87540818,-0.38808844,1.604254,0.81122698,1.0290668,0.26085417,-0.54044484,-0.23227545,1.56035,-0.45516887,-0.17392701,-0.3968852
2.0,-0.46567144,0.020707645,0.28354656,0.29559011,-0.11139174,0.37454051,-0.72971524,0.038704415,-0.80038459,-0.099597424,-1.0838772,-0.33860469,-0.99699948,-0.72376163,-0.36645601,-0.03964981,-0.85959576,0.4334275,-0.33520966,0.37146973,-1.2390743,-0.050506087,-0.98649012,0.42370262,-0.25551249,0.31217573,1.4776524,1.2693847,0.76977128,-1.0001527,2.0726495,0.44468084,0.070867576,1.0647325,-0.47190972,0.23716246,0.88562242,0.27418878,-0.54721716,-0.26516331
2.0,-0.17796982,-0.79813613,-2.1130609,1.1255838,-1.0795112,-0.28294738,-0.75878132,-0.21345493,0.34354985,-0.59300171,0.072861051,1.3092644,0.23997825,0.4755301,-0.11932918,-2.0610095,0.029985817,0.08954792,0.32152788,1.0236653,1.208649,1.0803385,-0.11436347,1.0061723,0.0089295603,0.36999326,0.7878365,-1.4233837,0.60236961,-0.2749287,1.6226825,-0.50540744,0.43512466,-0.79431647,0.97484583,-0.91536614,1.2285892,-0.4343689,-0.12673274,0.27920618
2.0,1.6011716,-1.2492329,-0.91908657,-0.24619479,-0.66995128,-0.88915398,-1.3205205,-0.61883847,0.90241988,1.1080352,-0.83895517,-0.82771659,-0.9923407,-1.3766011,-0.24707598,0.3610911,-0.17060884,0.032369903,0.11084579,0.59273036,-0.47286739,-0.33527453,0.54720875,-1.113383,-0.24929648,-0.66343974,1.113458,-0.20708063,0.6121163,0.95894113,-2.1705999,1.6544458,0.77565199,0.51049657,-0.99629819,-0.58336545,-1.0176758,0.17358859,1.7539918,0.63742387
2.0,-0.45924748,-1.0790199,-0.64406145,-0.50414983,0.12576675,-0.18423223,-0.081777965,-0.72252038,-0.357368,-0.0066481854,1.2865532,-0.44147508,0.55403416,-0.31878722,0.43600521,0.41685727,-0.22303242,-1.4477816,-1.9355939,1.4038894,-0.45591218,1.0248398,0.47831977,-0.63146259,-0.14415618,-1.1321577,-0.92623761,1.0865454,-0.94118753,-0.10100019,1.0749873,1.4586926,-0.43625766,-1.3882127,0.43815123,-0.69766718,0.17275499,-0.046832785,1.4899228,-1.3407732
2.0,-1.6719566,-0.13917361,-0.36268455,0.28348864,0.49934399,0.012754086,0.52987299,0.11903745,2.3360765,-0.88846736,-0.18505581,1.7491576,-0.2181835,-0.53546298,-0.75071185,-0.25683734,-0.74291637,-0.080629003,-0.66663127,0.07176284,-1.5714258,0.93585172,-0.35597768,0.40056217,-0.95989788,0.17659163,-0.63238099,-0.69007983,0.42438535,0.84164581,-0.95031967,1.6783186,-1.7531847,-0.066223499,1.1997087,-0.0010049263,-0.64028627,1.0317764,1.3048856,-0.24398234
2.0,0.62609134,-0.8182227,-0.21212963,-0.36238966,-1.0293532,0.3196135,0.3797792,1.5769468,-0.61940666,-0.61708467,-2.4437604,-2.4405891,0.98733981,1.5679256,-2.1520307,-0.53422273,-0.69266362,0.70797,0.90045159,0.9122467,0.42947176,-0.80564967,0.5113601,0.5642921,0.15494423,-0.4455743,-1.8151684,1.3120783,-0.43440568,1.0458405,1.1363018,-0.1776138,-0.51995305,-0.013334594,0.5180037,0.14141983,-0.45384736,-1.5976454,-0.86203846,-0.76544719
2.0,0.092829308,-0.45844298,-0.29431969,-0.14253227,0.44425605,-0.80497088,0.84474792,0.027111638,-0.61024327,-0.54337192,-1.0655962,1.9828487,0.20038316,-0.097075913,-1.1378502,0.6899152,-0.1935596,-1.3539458,-1.4965386,0.41704167,-0.1529461,1.6016867,0.16223245,-0.63594641,-0.037834611,1.2154188,-0.18627903,0.47602891,-0.96602185,0.078415136,-0.76875406,0.5043651,1.1491962,-0.38815635,2.3845641,-0.27398333,-0.061953615,-1.7128837,-1.4539743,-1.7050137
2.0,-0.45280295,-2.0233535,-1.9452334,-0.63667073,-1.7806607,-0.5033825,-1.0119677,-1.1689315,-0.83127091,0.91643694,-1.0059648,-2.3887,0.0769541,-0.30906285,0.48415815,0.0074021842,2.1933738,-0.16125497,-0.52029199,1.0035906,-0.34598507,-0.96123591,0.15324811,0.268766,1.9976149,-1.4227523,-1.3003061,0.52347095,-0.88941149,0.33694481,-0.69397916,-0.57357138,-0.30572722,-0.25714084,-0.74234064,0.17500906,0.0037233689,1.0363935,-1.7168874,0.61467889
1.0,-0.97489176,0.45475092,-0.76399591,0.93115393,-0.33476569,1.0032518,-0.11551683,-0.91789829,1.6125979,0.73243629,0.43809549,0.11521523,0.16155612,-1.0972968,-0.47527082,1.9277305,0.045847715,-0.92505757,1.4665745,-1.0749817,-0.23893564,0.54166706,0.33617783,1.3662274,0.65884018,2.7539736,-0.19137527,-0.81786823,-1.9980045,-0.65985133,-0.93959071,2.5621737,-0.42040866,0.42723888,-0.13994712,0.57728129,0.086475366,-0.50516007,0.91367697,-2.1529221
1.0,1.7628075,-0.81398786,1.8961131,0.9757565,0.86174835,0.38845197,0.14456069,0.71448323,0.81730955,-0.16410049,0.16270754,0.0096668578,-0.048908077,0.46107902,-0.7702917,-1.6264574,-1.5550761,0.38553946,1.3717834,1.1882268,0.14192206,-0.57745102,-0.62859046,1.1223704,-0.27455745,0.011772715,-0.92008159,0.60400719,0.92611264,0.87505978,-0.28845932,-0.5954282,-0.55821971,0.11059564,-1.6660844,0.62959684,0.50123568,0.19734244,1.103593,0.50056887
1.0,-0.088554431,-2.1261165,0.50393016,0.64000422,0.31227364,-0.83260322,-1.1913476,-0.97961522,-0.62232666,-0.69634494,0.80009923,-1.4727147,-0.076984708,-1.3963392,0.44057155,0.53328801,-0.99634737,0.47072289,0.49063024,0.099214969,0.84239978,0.37172718,0.35841946,-0.6842722,-0.45323861,0.29131454,-0.06606472,1.3502107,0.093979227,0.54733954,1.5926605,-1.2458072,-0.19032109,0.57681937,-0.64077916,2.2297245,0.27931348,-0.29462326,1.6282065,-1.0640821
2.0,-0.33249368,-0.1998533,-2.3636666,0.64295886,0.008698896,1.8643012,-0.36504505,1.2342997,1.3588228,0.12931167,0.6033027,-1.5681259,-1.7448977,-0.94055137,0.36870503,0.48860824,-0.53278796,0.60987094,0.78901247,-0.021219405,0.47114166,0.99061983,1.4661418,1.0830462,0.75599887,0.31155308,1.109949,-1.6682326,0.61816803,0.2674592,-0.12416326,-1.2400308,-0.89056236,-1.0050726,-0.79221654,0.16500065,-0.37713659,1.1393362,0.42372282,1.2034961
2.0,-2.3689654,0.58050075,0.24145262,-0.23361505,0.7673101,2.5604287,0.28944445,0.83374656,0.52627581,-0.97099331,-0.33051142,2.6308634,-1.5406989,-0.58572257,-0.1026946,0.32788095,0.74824782,0.48774397,1.1632732,1.2276448,-0.25302344,0.93738395,0.11435369,-1.0587415,0.74235256,-1.0373938,0.65456134,1.4056515,0.33873165,-0.24869164,1.7973449,-0.34468305,1.2935842,0.81240966,0.62634086,-0.098985716,-0.48175659,0.67684275,-2.0480697,-0.16846757
2.0,0.87134639,0.2072377,-0.80617636,0.058821966,-1.1324602,-0.97285944,-0.075105003,-1.0506964,-1.4422509,0.62403772,0.62322699,0.070068058,-0.48011444,0.30824001,-0.028995573,-0.90997414,-0.26430257,-1.9287226,-0.75104089,1.424438,-2.2451358,-0.44492824,-1.1580545,1.0868995,-0.43905518,-0.1580285,-1.6137969,-0.41675369,0.0060302965,-0.90900879,-1.9961387,0.56786113,1.3709916,0.71511797,1.5815986,-0.56862794,-0.91750493,0.30142129,-1.4116587,-0.13649323
2.0,-3.0635131,-0.83823229,1.4120064,-0.62277425,1.6922175,-0.76327301,0.36223721,0.09888789,-0.56814183,0.71355272,0.30943292,-1.6812683,-0.38256075,-0.20002438,-0.061749939,1.071691,-0.20196154,-0.72302429,0.57325617,-0.83914956,-0.20272131,-0.055344484,-0.49654119,-1.8142222,1.3860687,1.3682986,1.8485303,-0.43883522,-0.84272497,-1.9350849,0.24544956,-0.88187035,2.2382264,-0.30224519,-0.9904147,0.35239996,-1.421215,0.35292035,0.47879659,-1.3330735
2.0,1.1012619,0.79896523,-1.2997087,-0.14261208,-0.44727577,-0.045982239,0.52940465,-0.1293309,0.97275214,-1.2986631,0.5526066,0.011339161,0.4751215,-0.9296948,1.1123572,-0.32489306,-1.1324994,-0.59681162,-1.8202698,-0.91668145,0.70075462,1.1440011,0.66806576,-1.4189289,-0.648772,-0.67214555,1.4960623,0.62048575,-1.6913415,-1.3669213,-1.9307354,-0.48863489,-1.4611436,-0.50736647,0.095498371,-1.4730163,0.97136567,-0.59086198,-0.58018477,0.5066139
2.0,0.94425332,0.077606036,-1.5435758,0.92427486,-0.96930301,-0.17431762,0.95026202,-1.1610078,-0.94306082,0.51941413,1.254111,1.7711362,-1.5187808,-0.22156453,-0.74272445,-1.4155987,0.72177456,-1.0204821,-0.76635479,-0.16623731,0.69783316,-1.9090562,-1.1519519,-1.834688,-2.3772112,-1.4619579,-0.17343706,-0.78543457,0.42949456,-1.674387,-0.18475186,-0.15916891,0.73615618,-0.3826424,-1.0198736,1.3984098,-2.2671225,-0.88335339,1.837308,-1.4499172
2.0,-0.52125764,-0.13072829,1.0401692,0.41150807,-0.68604867,1.4389739,0.84401993,0.047876049,-0.54188065,-1.2566728,-0.90852499,-0.60934428,1.3250364,-0.68062264,0.73200726,-1.5420643,-0.11513232,-0.14216948,-0.70681255,0.7729373,-0.65031187,0.076971795,-1.0738769,-1.4528443,-0.73963111,-1.3844829,-0.4407388,0.15224869,1.2518588,0.31531057,0.44707081,0.15474294,0.12988166,-1.0548783,0.52186643,0.59503026,1.4443678,-0.92018145,0.096067555,0.81501079
2.0,1.5990006,-1.644561,0.56340469,-0.68327141,-1.5797427,1.7246713,0.74496193,-0.64994047,-1.2521375,-0.47192225,-0.20395635,0.20612508,1.7488349,0.58819562,-0.88360554,0.081280342,0.68434354,1.614431,-0.22693633,1.1380942,1.3559546,0.65060594,-0.66254658,1.8277749,-1.000097,-0.68268737,0.50367727,-1.1074297,-1.3021911,0.44196146,-1.3872392,-0.7865235,1.7906096,-1.4113161,1.578964,0.66924553,0.77222861,1.1824584,-0.4294341,0.62700338
2.0,-0.7888788,-0.3573437,-2.3712223,1.0235241,-0.3067302,2.7478695,-0.47134385,0.69276911,-0.42625765,0.75537087,-0.46571059,0.31793393,-0.38297521,0.70047559,0.16430971,0.1515983,-1.0351196,-0.80615887,0.4434333,0.030087402,1.3654152,1.1587081,-0.31160198,-0.75198647,1.1807006,0.044045269,-1.2569205,1.2967639,0.049086195,-0.040280747,0.44627191,-0.71731012,-0.99126355,1.1208074,-1.2929079,0.40724839,-0.98426572,-1.2469338,0.94411681,0.063776612
2.0,1.0288101,0.38000967,1.3513846,-0.46936764,0.4429933,0.25549578,0.045984361,0.96969259,-0.91747509,0.18998661,-0.28384676,-0.039776529,-1.183449,1.6108616,-0.15306524,0.37084318,-1.4646596,0.15069092,-0.37301166,-2.3723186,1.1149885,-0.91314441,0.40751588,1.9479853,-0.1298682,-0.71303914,0.7949212,-0.46150347,-0.41709793,0.62254694,-0.21648087,-0.17999032,-0.34497037,-0.40895285,-0.71285534,0.99436907,-0.15274944,-0.025679819,-0.73311597,-0.35246003
2.0,4.0898987,1.1625909,-0.83963711,0.44173358,-0.27472122,-0.53858684,1.0208331,-0.78575997,-0.3284643,-0.089336824,0.57732275,-0.090553212,1.8068745,1.7438362,-1.1189147,-0.60310338,1.5277219,-3.4144204,0.046315674,-0.17645796,-0.27582214,-0.04312751,-0.96912729,0.26695505,-0.018602566,0.6412165,-0.57383014,0.94868913,0.40492074,0.54131713,-0.39771169,-0.99762801,-0.91676238,-1.5445439,0.12619897,0.7854557,-0.67121001,2.9491598,-0.35006729,-1.799422
2.0,0.53694627,-0.37679132,-0.97449808,-2.8226634,-0.26534318,0.14366638,-0.54213252,-0.40356452,2.458988,-0.12019978,0.15024842,-0.15778837,0.98104635,1.8600157,-0.46487371,-0.5383714,-0.8758315,0.4043871,-0.099662195,0.23748392,-0.80948112,-0.0088672843,0.96010248,-1.3585516,0.55849758,-0.52222362,-1.5442178,-0.83097076,0.53807932,-0.072483188,-0.18852044,0.018170747,-0.93807233,-0.69342207,1.1071804,-1.3732656,-0.4301315,0.23536087,1.4713507,-0.11084794
2.0,1.4352668,0.51443431,0.72373701,-0.85349544,-0.60141667,-0.98934807,-0.02927029,1.0126172,0.29971722,1.610019,1.2418768,-0.33264982,0.03677998,1.5056783,-1.0928947,3.2982689,0.88672614,-0.6441741,1.424263,0.79557905,0.99053491,-0.7525956,0.20487627,-0.28495934,-0.49154987,0.60277488,1.9900394,0.59804343,-0.1500058,-1.0605446,-0.35360243,1.5506878,1.2248357,0.7922665,-2.8069887,-0.43097194,0.031163913,0.62639418,-0.051285982,1.1793371
2.0,-0.25296439,1.47284,-1.0903506,0.44189055,-1.191047,-1.2293343,-0.29251547,2.1795313,-0.059765703,1.1489111,1.28335,-0.25226516,-1.9857671,-0.40856273,0.20533828,0.66126171,0.25702233,-0.43795686,-0.5806771,-1.191369,-1.1339926,0.65171617,-0.033666473,-1.6222309,-0.74191788,-0.14774391,1.1067801,-0.44795258,1.5200342,-0.16856276,-0.15239484,0.60682019,-1.6959943,1.4089547,0.87254042,0.56583117,1.0717445,-0.78480876,0.6114467,0.62948422
2.0,0.0096245348,-0.74682485,1.3639633,-0.56501994,-0.40305297,0.4072373,1.0424651,0.8560391,-1.5289929,-1.9989537,0.85688113,0.4381947,-0.092977127,0.67020374,-0.14328812,-2.7675641,-2.0521699,0.76242586,-0.93390399,0.12584184,-0.54592708,-1.1929223,-0.58698167,-0.68212454,0.80590635,0.83844483,0.0082886886,-1.2122692,-0.51161427,-0.35389112,1.3001171,0.032944758,-0.48145745,1.7766849,1.2150846,-0.88782747,2.1449742,-0.57682882,-0.74808157,0.60862449
1.0,-0.15983371,-0.20682334,1.32018,0.73228176,-1.6201027,1.7636237,0.26463958,-1.1371546,0.13022217,0.31410504,-0.2337945,-0.55581926,0.010042785,-0.26441775,1.4841581,2.1732473,0.74920673,1.217787,0.85865289,-1.92785,-0.46959044,0.81995171,1.232423,0.33941115,0.31003355,0.85206458,0.57338304,0.98897139,-0.39886979,0.80500628,1.4147171,0.16839136,-1.0015446,0.55064606,-0.98151928,-0.57699088,-1.0079587,-0.064432404,0.53089442,0.92860777
2.0,-0.12554894,0.40181288,0.74152914,-1.0900403,0.48484867,-0.047260601,-1.6950214,0.21036965,1.5472727,-1.0149564,-1.1513038,-0.8172144,-0.58422775,-1.2888395,-1.2158126,-0.35677743,1.0834997,0.2370725,1.7490772,0.0097701965,-0.23168097,0.85906221,-0.36385699,-0.93784874,-0.97377001,-1.3992884,0.32729809,-0.72491414,-0.33455723,0.16725904,1.2613952,-0.56502032,-0.38538711,1.2737788,0.23680262,1.4874108,-1.0220057,0.94168504,0.9327805,-0.1482471
